mp;mpomsch;x;y;gebied;gebiednaam;meetpunttypering;opmerking;krw_type_dawaco;adres;adres_afst;adres_pc;adres_straat;bbg_2015;bodem_code;bodem_grof;bodem_omsch;c12;c50;gemeente;internet;krw_type;landgebruik;lat;leg_breedte;leg_cat;leg_diepte;leg_talud_l;leg_talud_r;lgn2018;lgn2018_agg;lgn2018_perc;lgn2020;lgn2020_agg;lgn2020_perc;lgn2023;lgn2023_agg;lgn2023_perc;long;mp_type;mp_vervallen;ovw_code;ovw_naam;ovw_type;plaatsnaam;problemen;wl_code;wl_naam;wl_type;na
K_0302;zuidoostelijk van de brug in de lageweg nabij huis;104190;442500;KRIWA;Krimpenerwaard;1;;-;Lageweg 44 Ouderkerk aan den IJssel;13,6014;2935CE;Lageweg;Water | Overig binnenwater;pMv81;Klei;Liedeerdgronden;;;Krimpenerwaard;;;grasland - agrarisch;51,96859402;11,63;primair;1,00;0,6;0,6;overig grondgebruik in buitengebied;lintbebouwing;47;overig grondgebruik in buitengebied;agrarisch gras;47;overig grondgebruik in buitengebied;agrarisch gras;41;4,64781793;Regulier;;;;;Ouderkerk aan den IJssel;;NL39_OV;Overig water;;
K_0303;wegsloot west van Schaapjeszijde;105680;441830;KRIWA;Krimpenerwaard;1;;-;Schaapjeszijde 3 Ouderkerk aan den IJssel;320,7757;2935CK;Schaapjeszijde;Landbouw | Overig agrarisch gebruik;hVb;Veen;Koopveengronden op bosveen (of eutroof broekveen);;;Krimpenerwaard;;;grasland - natuur;51,96270658;3,12;overig;0,50;1,0;1,0;agrarisch gras;agrarisch gras;59;agrarisch gras;agrarisch gras;59;agrarisch gras;agrarisch gras;63;4,66959498;Regulier;;;;;Ouderkerk aan den IJssel;;NL39_OV;Overig water;;
K_0304;v.a. Schaapjeszijde richting Oudekerkse Landscheid;105889;441657;KRIWA;Krimpenerwaard;1;;M08;Schaapjeszijde 3 Ouderkerk aan den IJssel;79,1297;2935CK;Schaapjeszijde;Landbouw | Overig agrarisch gebruik;hVb;Veen;Koopveengronden op bosveen (of eutroof broekveen);5;Veenwetering;Krimpenerwaard;;M8;grasland - natuur;51,96117024;9,31;primair;1,00;0,6;0,6;agrarisch gras;agrarisch gras;58;agrarisch gras;agrarisch gras;58;agrarisch gras;agrarisch gras;53;4,67266046;Regulier;;NL39_DOW_5;Natuurgebied;M8;Ouderkerk aan den IJssel;;NL39_OV;Overig water;;
K_0305;Veenwetering noordelijk van Berkenwoudse Hogeboeze;105203;440105;KRIWA;Krimpenerwaard;1;;M08;Tiendweg-Oost 1t Ouderkerk aan den IJssel;26,0000;;Tiendweg-Oost;Landbouw | Overig agrarisch gebruik;pVb;Veen;Weideveengronden op bosveen (of eutroof broekveen);5;Veenwetering;Krimpenerwaard;;M8;grasland - natuur;51,94716039;5,06;overig;0,50;1,0;1,0;natuurgraslanden;natuurgraslanden;44;natuurgraslanden;natuurgraslanden;43;agrarisch gras;agrarisch gras;60;4,66290529;Regulier;;;;;Ouderkerk aan den IJssel;;NL39_29;Natuurgebied Midden;M8;
K_0306;Ouderkerk aan den IJssel Nesse Tiendweg | zesde sloot oost van Molenvliet 150 m zuidoost van de weg;104754;440835;KRIWA;Krimpenerwaard;1;;M08;Nesse Tiendweg 2 Ouderkerk aan den IJssel;266,6130;2935CR;Nesse Tiendweg;Landbouw | Overig agrarisch gebruik;pVb;Veen;Weideveengronden op bosveen (of eutroof broekveen);5;Tiendwegwetering zuidz.;Krimpenerwaard;ja;M8;grasland - natuur;51,95368095;4,32;overig;0,50;1,0;1,0;natuurgraslanden;natuurgraslanden;62;natuurgraslanden;natuurgraslanden;62;agrarisch gras;agrarisch gras;77;4,65626830;Regulier;;;;;Ouderkerk aan den IJssel;;NL39_29;Natuurgebied Midden;M8;
K_0307;IJsseldijk-Noord 407;104564;442570;KRIWA;Krimpenerwaard;1;veedrenking;-;IJsseldijk-Noord 412t Ouderkerk aan den IJssel;26,0000;;IJsseldijk-Noord;Landbouw | Overig agrarisch gebruik;|h BEBOUW;Bebouwd;Bebouwing;;;Krimpenerwaard;;;grasland - agrarisch;51,96925723;10,10;overig;0,50;1,0;1,0;agrarisch gras;agrarisch gras;70;agrarisch gras;agrarisch gras;69;agrarisch gras;agrarisch gras;64;4,65324965;Regulier;;;;;Ouderkerk aan den IJssel;;NL39_OV;Overig water;;
K_0308;IJsseldijk-Noord 407;104609;442537;KRIWA;Krimpenerwaard;1;veedrenking;-;IJsseldijk-Noord 412t Ouderkerk aan den IJssel;26,0000;;IJsseldijk-Noord;Landbouw | Overig agrarisch gebruik;pMv81;Klei;Liedeerdgronden;;;Krimpenerwaard;;;grasland - agrarisch;51,96896472;10,10;overig;0,50;1,0;1,0;agrarisch gras;agrarisch gras;80;agrarisch gras;agrarisch gras;80;agrarisch gras;agrarisch gras;74;4,65390929;Regulier;;;;;Ouderkerk aan den IJssel;;NL39_OV;Overig water;;
K_0309;Gouderak Lange Tiendweg | 70 m zuidoost van weg 30e sloot oost van Schaapjeszijde;106178;442596;KRIWA;Krimpenerwaard;1;via Schaapjeszijde Oostwaarts;-;Schaapjeszijde 2a Ouderkerk aan den IJssel;921,9137;2935CK;Schaapjeszijde;Landbouw | Overig agrarisch gebruik;hVb;Veen;Koopveengronden op bosveen (of eutroof broekveen);5;Noord. wegsl. Tiendweg / Kattendijk;Krimpenerwaard;ja;;grasland - natuur;51,96963509;2,79;overig;0,50;1,0;1,0;natuurgraslanden;natuurgraslanden;60;natuurgraslanden;natuurgraslanden;60;agrarisch gras;agrarisch gras;80;4,67673140;Regulier;;;;;Gouderak;;NL39_29;Natuurgebied Midden;M8;
K_0310;Ouderkerk aan den IJssel Nesse Tiendweg | 7e sloot west van Schaapjeszijde 100 m zuidoost van weg;105342;441913;KRIWA;Krimpenerwaard;1;JT meetpunt verschoven Oude coord X 105348 Y 441919;M08;Schaapjeszijde 2a Ouderkerk aan den IJssel;176,0454;2935CK;Schaapjeszijde;Landbouw | Overig agrarisch gebruik;hVb;Veen;Koopveengronden op bosveen (of eutroof broekveen);5;Tiendwegwetering zuidz.;Krimpenerwaard;ja;M8;grasland - natuur;51,96342245;4,78;overig;0,50;1,0;1,0;natuurgraslanden;natuurgraslanden;92;natuurgraslanden;natuurgraslanden;89;agrarisch gras;agrarisch gras;63;4,66466543;Regulier;;;;;Ouderkerk aan den IJssel;;NL39_29;Natuurgebied Midden;M8;
K_0311;KAVELSLOOT 100 m Z v Nesse Tiendweg 3e sloot vanaf bosje;104915;441234;KRIWA;Krimpenerwaard;1;;M08;IJsseldijk-Noord 210 Ouderkerk aan den IJssel;681,1764;2935BN;IJsseldijk-Noord;Landbouw | Overig agrarisch gebruik;pVb;Veen;Weideveengronden op bosveen (of eutroof broekveen);5;Tiendwegwetering zuidz.;Krimpenerwaard;ja;M8;grasland - natuur;51,95728154;5,44;overig;0,50;1,0;1,0;agrarisch gras;agrarisch gras;57;agrarisch gras;agrarisch gras;57;agrarisch gras;agrarisch gras;72;4,65855201;Regulier;;;;;Ouderkerk aan den IJssel;;NL39_29;Natuurgebied Midden;M8;
K_0312;KAVELSLOOT 6e sloot va Schaapjeszijde via Schaapjeszijde 4;105921;441436;KRIWA;Krimpenerwaard;1;;M08;Schaapjeszijde 4 Ouderkerk aan den IJssel;146,0547;2935CK;Schaapjeszijde;Landbouw | Overig agrarisch gebruik;hVb;Veen;Koopveengronden op bosveen (of eutroof broekveen);5;Veenwetering;Krimpenerwaard;;M8;grasland - natuur;51,95918680;4,75;overig;0,50;1,0;1,0;natuurgraslanden;natuurgraslanden;96;natuurgraslanden;natuurgraslanden;94;agrarisch gras;agrarisch gras;72;4,67315761;Regulier;;;;;Ouderkerk aan den IJssel;;NL39_29;Natuurgebied Midden;M8;
K_0313;KAVELSLOOT 200 m N v Oudekerkse Landsch. sloot v bosje;106212;440465;KRIWA;Krimpenerwaard;1;;M08;Wellepoort 3a Berkenwoude;26,0000;2825NB;Wellepoort;Landbouw | Overig agrarisch gebruik;hVc;Veen;Koopveengronden op zeggeveen, rietzeggeveen of (mesotroof) b;5;Wellepoortsewetering;Krimpenerwaard;ja;M8;grasland - natuur;51,95048541;3,15;overig;0,50;1,0;1,0;natuurgraslanden;natuurgraslanden;78;natuurgraslanden;natuurgraslanden;78;agrarisch gras;agrarisch gras;77;4,67752898;Regulier;;;;;Ouderkerk aan den IJssel;;NL39_29;Natuurgebied Midden;M8;
K_0314;Kavelsloot 50 m W v Oudekerkse Landscheiding bij mast;106261;439973;KRIWA;Krimpenerwaard;1;;M08;Tiendweg-Oost 1 Ouderkerk aan den IJssel;913,2798;2935LE;Tiendweg-Oost;Landbouw | Overig agrarisch gebruik;hVc;Veen;Koopveengronden op zeggeveen, rietzeggeveen of (mesotroof) b;5;Graafwetering West (ged.);Krimpenerwaard;ja;M8;grasland - natuur;51,94606779;3,77;overig;0,50;1,0;1,0;natuurgraslanden;natuurgraslanden;90;natuurgraslanden;natuurgraslanden;88;agrarisch gras;agrarisch gras;63;4,67831149;Regulier;;;;;Ouderkerk aan den IJssel;;NL39_29;Natuurgebied Midden;M8;
K_0315;Gouderak Lange Tiendweg | Kattendijksblok 27e sloot oost van Schaapjeszijde 350 m noordwest van weg;105766;442800;KRIWA;Krimpenerwaard;1;ca 900 meter achter Kattendijk 129;-;Kattendijk 97 Gouderak;26,0000;2831AB;Kattendijk;Landbouw | Overig agrarisch gebruik;pVb;Veen;Weideveengronden op bosveen (of eutroof broekveen);5;Noord. wegsl. Tiendweg / Kattendijk;Krimpenerwaard;ja;;grasland - natuur;51,97143220;7,00;overig;0,50;1,0;1,0;natuurgraslanden;natuurgraslanden;100;natuurgraslanden;natuurgraslanden;100;agrarisch gras;agrarisch gras;86;4,67070703;Regulier;;;;;Gouderak;;NL39_OV;Overig water;;
K_0316;Gouderak Lange Tiendweg | Kattendijksblok 18e sloot west van Stolwijkse Boezem 150 m zuid van weg;106481;442822;KRIWA;Krimpenerwaard;1;17e sloot vanaf Stolwijkse Vaart;-;Achterbroek 55b Berkenwoude;26,0000;2825ND;Achterbroek;Landbouw | Overig agrarisch gebruik;hVb;Veen;Koopveengronden op bosveen (of eutroof broekveen);3;Noord. wegsl. Tiendweg / Kattendijk;Krimpenerwaard;ja;;grasland - natuur;51,97169284;2,56;overig;0,50;1,0;1,0;agrarisch gras;agrarisch gras;67;agrarisch gras;agrarisch gras;67;agrarisch gras;agrarisch gras;84;4,68110846;Regulier;;;;;Gouderak;;NL39_29;Natuurgebied Midden;M8;
K_0317;Molenvliet 250 m ZO v Nesse tiendweg;105248;441460;KRIWA;Krimpenerwaard;1;LOCATIE MOET NOG WORDEN VASTGELEGD;M08;Schaapjeszijde 3 Ouderkerk aan den IJssel;642,1273;2935CK;Schaapjeszijde;Water | Overig binnenwater;hVb;Veen;Koopveengronden op bosveen (of eutroof broekveen);;;Krimpenerwaard;ja;M8;grasland - natuur;51,95934265;11,16;primair;1,00;0,6;0,6;natuurgraslanden;natuurgraslanden;79;natuurgraslanden;natuurgraslanden;78;agrarisch gras;agrarisch gras;38;4,66336346;Regulier;;;;;Ouderkerk aan den IJssel;;NL39_OV;Overig water;;
K_0318;Berkenwoudse Lage Boezem bij kruising Boezemkade en Tiendweg-Oost;105825;439531;KRIWA;Krimpenerwaard;1;;M10;Tiendweg-Oost 16 Ouderkerk aan den IJssel;297,4629;2935LE;Tiendweg-Oost;Water | Overig binnenwater;hVb;Veen;Koopveengronden op bosveen (of eutroof broekveen);;;Krimpenerwaard;ja;M10;grasland - natuur;51,94205685;11,75;primair;1,00;0,7;0,7;natuurgraslanden;natuurgraslanden;40;natuurgraslanden;natuurgraslanden;40;agrarisch gras;agrarisch gras;52;4,67203375;Regulier;;;;;Ouderkerk aan den IJssel;;NL39_12a;Sloten waterrijk Berkenwoude;M8;
K_0401;zuidelijk van de brug in de Lange Tiendweg (sluisj;106752;443277;KRIWA;Krimpenerwaard;1;;M10;Boezemsingel 92 Gouderak;735,7404;2831XS;Boezemsingel;Water | Overig binnenwater;hVb;Veen;Koopveengronden op bosveen (of eutroof broekveen);5;Molenvliet, samenstel van watergangen;Krimpenerwaard;;M10;grasland - agrarisch;51,97580582;28,96;primair;1,50;0,5;0,5;zoet water;water;27;zoet water;water;27;zoet water;water;35;4,68498803;Regulier;;;;;Gouderak;;NL39_21a;Stolwijk;M10;
K_0402;voor duiker aan Wzijde van pw nr.29 tussen hmp 5,7;112670;442284;KRIWA;Krimpenerwaard;1;;M10;De Vaartweg 2a Stolwijk;104,2353;2821MA;De Vaartweg;Water | Overig binnenwater;hVb;Veen;Koopveengronden op bosveen (of eutroof broekveen);5;Ringvaart;Krimpenerwaard;;M10;grasland - agrarisch;51,96736349;19,91;overig;0,50;1,0;1,0;agrarisch gras;agrarisch gras;50;agrarisch gras;agrarisch gras;45;agrarisch gras;agrarisch gras;46;4,77123767;Regulier;;NL39_DOW_2;Weidegebied;M8;Stolwijk;;NL39_OV;Overig water;;
K_0403;voor duiker ten oost. v.d. Berkenwoudse Kerkweg no;107680;440510;KRIWA;Krimpenerwaard;1;;M08;Kerkweg 83 Berkenwoude;25,2388;2825NA;Kerkweg;Water | Overig binnenwater;hVc;Veen;Koopveengronden op zeggeveen, rietzeggeveen of (mesotroof) b;;;Krimpenerwaard;;M8;grasland - agrarisch;51,95101677;12,72;primair;1,00;0,7;0,7;agrarisch gras;agrarisch gras;44;agrarisch gras;agrarisch gras;44;agrarisch gras;agrarisch gras;60;4,69887492;Regulier;;;;;Berkenwoude;;NL39_12a;Sloten waterrijk Berkenwoude;M8;
K_0404;bij huis nr.20a in de Achterbroek;107840;442350;KRIWA;Krimpenerwaard;1;;-;Achterbroek 18 Berkenwoude;71,8679;2825NE;Achterbroek;Landbouw | Overig agrarisch gebruik;hVc;Veen;Koopveengronden op zeggeveen, rietzeggeveen of (mesotroof) b;;;Krimpenerwaard;;;grasland - agrarisch;51,96756769;9,53;overig;0,50;1,0;1,0;agrarisch gras;agrarisch gras;66;agrarisch gras;agrarisch gras;64;agrarisch gras;agrarisch gras;58;4,70094941;Regulier;;;;;Berkenwoude;;NL39_OV;Overig water;;
K_0405;lozing z.i. Stolwijk  nabij lozingspunt t.h.v. par;111818;443700;KRIWA;Krimpenerwaard;1;;M10;Goudseweg 94 Stolwijk;157,6586;2821NB;Goudseweg;Water | Overig binnenwater;hVb;Veen;Koopveengronden op bosveen (of eutroof broekveen);5;Ringvaart;Krimpenerwaard;;M10;grasland - agrarisch;51,98002457;16,46;primair;1,00;0,3;0,3;agrarisch gras;agrarisch gras;55;agrarisch gras;agrarisch gras;71;agrarisch gras;agrarisch gras;65;4,75866227;Regulier;;NL39_DOW_2;Weidegebied;M8;Stolwijk;;NL39_OV;Overig water;;
K_0406;voor duiker onder fietspad, verlengde v Ouderkerks;105810;439550;KRIWA;Krimpenerwaard;1;;M08;Tiendweg-Oost 1 Ouderkerk aan den IJssel;296,6647;2935LE;Tiendweg-Oost;Water | Overig binnenwater;hVb;Veen;Koopveengronden op bosveen (of eutroof broekveen);;;Krimpenerwaard;;M8;grasland - natuur;51,94222629;11,75;primair;1,00;0,7;0,7;natuurgraslanden;natuurgraslanden;38;natuurgraslanden;natuurgraslanden;38;agrarisch gras;agrarisch gras;53;4,67181290;Regulier;;;;;Ouderkerk aan den IJssel;;NL39_12a;Sloten waterrijk Berkenwoude;M8;
K_0407;Lange Tiendweg;107458;443668;KRIWA;Krimpenerwaard;1;veedrenking;-;Lange Tiendweg 42 Gouderak;26,0000;;Lange Tiendweg;Landbouw | Overig agrarisch gebruik;hVc;Veen;Koopveengronden op zeggeveen, rietzeggeveen of (mesotroof) b;;;Krimpenerwaard;;;grasland - natuur;51,97938086;5,55;overig;0,50;1,0;1,0;natuurgraslanden;natuurgraslanden;98;natuurgraslanden;natuurgraslanden;98;agrarisch gras;agrarisch gras;68;4,69520844;Regulier;;;;;Gouderak;;NL39_28;Natuurgebied Oost;M8;
K_0408;noordelijk van de brug in de Gouderakse Tiendweg;109640;446090;KRIWA;Krimpenerwaard;1;;M10;Gouderakse Tiendweg 30 Gouda;17,0399;2808NN;Gouderakse Tiendweg;Water | Overig binnenwater;pVb;Veen;Weideveengronden op bosveen (of eutroof broekveen);5;Ringvaart (ged.);Gouda;;M10;grasland - agrarisch;52,00133151;16,28;primair;1,00;0,3;0,3;agrarisch gras;agrarisch gras;33;agrarisch gras;agrarisch gras;32;agrarisch gras;agrarisch gras;31;4,72664583;Regulier;;NL39_DOW_2;Weidegebied;M8;Gouda;;NL39_OV;Overig water;;
K_0409;Bovenkerkseweg 92;113812;442916;KRIWA;Krimpenerwaard;1;veedrenking;-;Bovenkerkseweg 94 Stolwijk;155,4107;2821XZ;Bovenkerkseweg;Landbouw | Overig agrarisch gebruik;hVb;Veen;Koopveengronden op bosveen (of eutroof broekveen);;;Krimpenerwaard;;;grasland - agrarisch;51,97312960;4,91;overig;0,50;1,0;1,0;agrarisch gras;agrarisch gras;71;agrarisch gras;agrarisch gras;69;agrarisch gras;agrarisch gras;66;4,78777875;Regulier;;;;;Stolwijk;;NL39_OV;Overig water;;
K_0410;Bovenkerkseweg 92;113827;442883;KRIWA;Krimpenerwaard;1;veedrenking;-;Bovenkerkseweg 94 Stolwijk;191,6577;2821XZ;Bovenkerkseweg;Landbouw | Overig agrarisch gebruik;hVb;Veen;Koopveengronden op bosveen (of eutroof broekveen);;;Krimpenerwaard;;;grasland - agrarisch;51,97283412;4,91;overig;0,50;1,0;1,0;agrarisch gras;agrarisch gras;82;agrarisch gras;agrarisch gras;81;agrarisch gras;agrarisch gras;76;4,78800100;Regulier;;;;;Stolwijk;;NL39_OV;Overig water;;
K_0411;Het Wiel Ysseldijk nabij dijkpaal 35.8;104800;443290;KRIWA;Krimpenerwaard;1;;-;Kattendijk 149a Gouderak;23,3452;2831AD;Kattendijk;Water | Overig binnenwater;|h DIJK;Overig;Dijk;;;Krimpenerwaard;;;grasland - natuur;51,97574967;66,91;overig;0,50;1,0;1,0;zoet water;water;46;zoet water;water;46;zoet water;water;48;4,65657834;Regulier;;NL39_DOW_5;Natuurgebied;M8;Gouderak;;NL39_OV;Overig water;;
K_0412;in het Oostelijke uiteinde van Bovenkerk;114620;443240;KRIWA;Krimpenerwaard;1;;-;Bovenkerkseweg 65 Stolwijk;25,2982;2821XT;Bovenkerkseweg;Water | Overig binnenwater;hVb;Veen;Koopveengronden op bosveen (of eutroof broekveen);;;Krimpenerwaard;;;grasland - agrarisch;51,97610097;7,93;primair;1,00;0,7;0,7;agrarisch gras;lintbebouwing;31;agrarisch gras;agrarisch gras;28;agrarisch gras;agrarisch gras;35;4,79949913;Regulier;;;;;Stolwijk;;NL39_OV;Overig water;;
K_0413;zuidelijk van Benedenheul verlengde van Elzenkade;109000;440570;KRIWA;Krimpenerwaard;1;;-;Benedenheulseweg 66 Stolwijk;39,2937;2821LV;Benedenheulseweg;Landbouw | Overig agrarisch gebruik;hVc;Veen;Koopveengronden op zeggeveen, rietzeggeveen of (mesotroof) b;;;Krimpenerwaard;;;grasland - agrarisch;51,95166684;9,22;primair;1,00;0,7;0,7;agrarisch gras;agrarisch gras;63;agrarisch gras;agrarisch gras;63;agrarisch gras;agrarisch gras;59;4,71806664;Regulier;;;;;Berkenwoude;;NL39_OV;Overig water;;
K_0414;pnt 111-444/480 Goudsevliet lngs de Goudsewg brug;111290;444560;KRIWA;Krimpenerwaard;1;;-;Goudseweg 101 Stolwijk;192,0338;2821NA;Goudseweg;Landbouw | Overig agrarisch gebruik;pVb;Veen;Weideveengronden op bosveen (of eutroof broekveen);;;Krimpenerwaard;;;grasland - agrarisch;51,98771271;11,77;primair;1,00;0,3;0,3;agrarisch gras;agrarisch gras;69;agrarisch gras;agrarisch gras;67;agrarisch gras;agrarisch gras;64;4,75086773;Regulier;;;;;Stolwijk;;NL39_OV;Overig water;;
K_0415;Berkenwoude Oosteinde | voor nr 2 vanaf brug;108520;439820;KRIWA;Krimpenerwaard;1;;M08;Oosteinde 2 Berkenwoude;17,6776;2825AH;Oosteinde;Water | Overig binnenwater;hVc;Veen;Koopveengronden op zeggeveen, rietzeggeveen of (mesotroof) b;1;Voorwetering Oosteinde / Westeinde;Krimpenerwaard;ja;M8;stedelijk;51,94488612;6,31;primair;1,00;0,5;0,5;gras in primair bebouwd gebied;stedelijk;29;gras in primair bebouwd gebied;stedelijk;42;gras in primair bebouwd gebied;stedelijk;33;4,71118629;Regulier;;;;;Berkenwoude;;NL39_12a;Sloten waterrijk Berkenwoude;M8;
K_0416;sloot west van Elserkade, Benedenheul te Berkenwou;108940;440650;KRIWA;Krimpenerwaard;1;;-;Benedenheulseweg 66 Stolwijk;81,6333;2821LV;Benedenheulseweg;Landbouw | Overig agrarisch gebruik;hVc;Veen;Koopveengronden op zeggeveen, rietzeggeveen of (mesotroof) b;;;Krimpenerwaard;;;grasland - agrarisch;51,95238088;4,62;overig;0,50;1,0;1,0;agrarisch gras;agrarisch gras;78;agrarisch gras;agrarisch gras;78;agrarisch gras;agrarisch gras;74;4,71718319;Regulier;;;;;Stolwijk;;NL39_12a;Sloten waterrijk Berkenwoude;M8;
K_0417;Molenvliet van brug in Benedenheul;109420;440840;KRIWA;Krimpenerwaard;1;;M10;Benedenheulseweg 29b Stolwijk;26,0000;2821LV;Benedenheulseweg;Water | Overig binnenwater;hVc;Veen;Koopveengronden op zeggeveen, rietzeggeveen of (mesotroof) b;;;Krimpenerwaard;;M10;grasland - agrarisch;51,95412812;19,77;primair;1,20;0,5;0,5;agrarisch gras;agrarisch gras;35;agrarisch gras;agrarisch gras;39;agrarisch gras;agrarisch gras;39;4,72413992;Regulier;;;;;Stolwijk;;NL39_21a;Stolwijk;M10;
K_0418;wegsloot west van Bilwijkerweg te Stolwijk;112200;443900;KRIWA;Krimpenerwaard;1;;-;Bilwijkerweg 10 Stolwijk;26,0000;2821SH;Bilwijkerweg;Landbouw | Overig agrarisch gebruik;pVb;Veen;Weideveengronden op bosveen (of eutroof broekveen);;;Krimpenerwaard;;;grasland - agrarisch;51,98185169;3,62;overig;0,50;1,0;1,0;agrarisch gras;agrarisch gras;85;agrarisch gras;agrarisch gras;85;agrarisch gras;agrarisch gras;80;4,76419724;Regulier;;;;;Stolwijk;;NL39_OV;Overig water;;
K_0419;vanaf brug in watergang ten noorden van weg naar awzi;108644;438838;KRIWA;Krimpenerwaard;1;;M08;Zuidbroekse Opweg 30 Berkenwoude;84,7584;2825AB;Zuidbroekse Opweg;Water | Overig binnenwater;hVc;Veen;Koopveengronden op zeggeveen, rietzeggeveen of (mesotroof) b;5;Ringvaart;Krimpenerwaard;;M8;grasland - agrarisch;51,93607054;17,57;primair;1,00;0,7;0,7;agrarisch gras;agrarisch gras;65;agrarisch gras;agrarisch gras;65;agrarisch gras;agrarisch gras;69;4,71312212;Regulier;;;;;Berkenwoude;;NL39_12a;Sloten waterrijk Berkenwoude;M8;
K_0420;ter hoogte van Hw Oudelandseweg;106370;439070;KRIWA;Krimpenerwaard;1;;-;Oudelandseweg 27 Ouderkerk aan den IJssel;26,0000;2935LC;Oudelandseweg;Landbouw | Overig agrarisch gebruik;hVc;Veen;Koopveengronden op zeggeveen, rietzeggeveen of (mesotroof) b;;;Krimpenerwaard;;;grasland - natuur;51,93796147;20,94;primair;1,00;1,0;1,0;agrarisch gras;agrarisch gras;60;agrarisch gras;agrarisch gras;60;agrarisch gras;agrarisch gras;60;4,68002453;Regulier;;;;;Ouderkerk aan den IJssel;;NL39_OV;Overig water;;
K_0421;Molenvliet, achter gemaal te Gouderak;106113;444019;KRIWA;Krimpenerwaard;1;;M10;J. Huurmanlaan 1 Gouderak;26,0000;2831XT;J. Huurmanlaan;Water | Overig binnenwater;|h BEBOUW;Bebouwd;Bebouwing;1;Verbindingsloot;Krimpenerwaard;;M10;grasland - agrarisch;51,98241875;10,41;primair;1,10;0,5;0,5;gras in primair bebouwd gebied;stedelijk;30;gras in primair bebouwd gebied;stedelijk;30;gras in primair bebouwd gebied;stedelijk;29;4,67558277;Regulier;;NL39_DOW_2;Weidegebied;M8;Gouderak;;NL39_OV;Overig water;;
K_0422;vanaf steigers oost Tentwg Stolwijk in Achterweter;112894;442383;KRIWA;Krimpenerwaard;1;;-;Tentweg 49 Stolwijk;19,1880;2821AB;Tentweg;Hoofdweg | Hoofdweg;|h BEBOUW;Bebouwd;Bebouwing;;Achterwetering (Bovenkerk zuidz.);Krimpenerwaard;;;stedelijk;51,96827030;4,51;overig;0,50;1,0;1,0;gras in primair bebouwd gebied;stedelijk;45;gras in primair bebouwd gebied;stedelijk;45;gras in primair bebouwd gebied;stedelijk;40;4,77448488;Regulier;;;;;Stolwijk;;NL39_OV;Overig water;;
K_0423;poel in natuurgeb.Veerstalblok;108220;445850;KRIWA;Krimpenerwaard;1;;-;Veerstalblok 25 Gouderak;47,7074;2831BS;Veerstalblok;Landbouw | Overig agrarisch gebruik;pVb;Veen;Weideveengronden op bosveen (of eutroof broekveen);;;Krimpenerwaard;;;grasland - agrarisch;51,99905661;3,43;overig;0,50;1,0;1,0;natuurgraslanden;stedelijk;35;natuurgraslanden;stedelijk;35;agrarisch gras;agrarisch gras;38;4,70600115;Regulier;;NL39_DOW_2;Weidegebied;M8;Gouderak;;NL39_OV;Overig water;;
K_0424;achter boerderij Kattendijk 65 Gouderak;106100;443550;KRIWA;Krimpenerwaard;1;;-;Kattendijk 59 Gouderak;297,0690;2831AB;Kattendijk;Landbouw | Overig agrarisch gebruik;pMv81;Klei;Liedeerdgronden;;;Krimpenerwaard;;;grasland - natuur;51,97820242;6,10;overig;0,50;1,0;1,0;natuurgraslanden;natuurgraslanden;46;natuurgraslanden;natuurgraslanden;46;agrarisch gras;agrarisch gras;44;4,67546042;Regulier;;NL39_DOW_5;Natuurgebied;M1a;Gouderak;;NL39_OV;Overig water;;
K_0425;nabij paal met gele kop in Nat.gebied Veerstalblok;108450;445500;KRIWA;Krimpenerwaard;1;;-;Gouderakse Tiendweg 2 Gouderak;131,8949;2831BW;Gouderakse Tiendweg;Landbouw | Overig agrarisch gebruik;pVb;Veen;Weideveengronden op bosveen (of eutroof broekveen);;Wegsl. Tiendweg Veerstalblok;Krimpenerwaard;;;grasland - natuur;51,99593028;8,45;overig;0,50;1,0;1,0;agrarisch gras;agrarisch gras;47;agrarisch gras;agrarisch gras;46;agrarisch gras;agrarisch gras;50;4,70939770;Regulier;;;;;Gouderak;;NL39_OV;Overig water;;
K_0426;Vanaf brg in perceel achter ligboxstal Middelblok7;106900;444600;KRIWA;Krimpenerwaard;1;;-;Middelblok 77c Gouderak;26,0000;2831BK;Middelblok;Water | Overig binnenwater;pMv81;Klei;Liedeerdgronden;;;Krimpenerwaard;;;grasland - natuur;51,98770928;10,08;overig;0,50;1,0;1,0;natuurgraslanden;natuurgraslanden;68;natuurgraslanden;natuurgraslanden;68;agrarisch gras;agrarisch gras;59;4,68695634;Regulier;;;;;Gouderak;;NL39_OV;Overig water;;
